date,cash,stock_market_value,stock_position,future_margin,future_position,net_value,PnL,
20170210,6707218.534128,3304135.080000,279865,0.000000,0,10011353.614128,2738.669082,
20170213,6899937.077900,3118940.400000,298218,0.000000,0,10018877.477900,7523.863772,
20170214,6782476.636342,3229251.870000,320866,0.000000,0,10011728.506342,-7148.971558,
20170215,6967276.850620,3013149.790000,327038,0.000000,0,9980426.640620,-31301.865722,
20170216,6723245.873010,3285215.860000,356090,0.000000,0,10008461.733010,28035.092390,
20170217,6723245.873010,3255546.380000,356090,0.000000,0,9978792.253010,-29669.480000,
20170220,7353401.752424,2664044.930000,312772,0.000000,0,10017446.682424,38654.429414,
20170221,7605086.619354,2432871.010000,269408,0.000000,0,10037957.629354,20510.946930,
20170222,7992686.410772,2061954.730000,238865,0.000000,0,10054641.140772,16683.511418,
20170223,8395418.875130,1669097.300000,210878,0.000000,0,10064516.175130,9875.034358,
20170224,8797289.483626,1255906.230000,132190,0.000000,0,10053195.713626,-11320.461504,
20170227,9055435.972044,989695.220000,125810,0.000000,0,10045131.192044,-8064.521582,
20170228,9055435.972044,994464.850000,125810,0.000000,0,10049900.822044,4769.630000,
20170301,9055435.972044,996589.860000,125810,0.000000,0,10052025.832044,2125.010000,
20170302,9178576.738968,866368.950000,94892,0.000000,0,10044945.688968,-7080.143076,
20170303,9178576.738968,861688.520000,94892,0.000000,0,10040265.258968,-4680.430000,
20170306,9301552.743000,741875.340000,56868,0.000000,0,10043428.083000,3162.824032,
20170307,8535794.854414,1505243.610000,164842,0.000000,0,10041038.464414,-2389.618586,
20170308,8535794.854414,1498003.560000,164842,0.000000,0,10033798.414414,-7240.050000,
20170309,8791314.609478,1240464.620000,148570,0.000000,0,10031779.229478,-2019.184936,
20170310,8791314.609478,1246460.950000,148570,0.000000,0,10037775.559478,5996.330000,
20170313,9031951.102722,1017625.860000,142780,0.000000,0,10049576.962722,11801.403244,
20170314,8528324.924418,1522825.700000,265996,0.000000,0,10051150.624418,1573.661696,
20170315,7519700.542602,2545866.150000,482866,0.000000,0,10065566.692602,14416.068184,
20170316,7519700.542602,2562177.900000,482866,0.000000,0,10081878.442602,16311.750000,
20170317,7519700.542602,2536223.760000,482866,0.000000,0,10055924.302602,-25954.140000,
20170320,7519700.542602,2551999.210000,482866,0.000000,0,10071699.752602,15775.450000,
20170321,7015635.575898,3056445.910000,616330,0.000000,0,10072081.485898,381.733296,
20170322,7015635.575898,3029000.180000,616330,0.000000,0,10044635.755898,-27445.730000,
20170323,6010381.028886,4018447.430000,839131,0.000000,0,10028828.458886,-15807.297012,
20170324,7030401.611012,3037475.550000,696351,0.000000,0,10067877.161012,39048.702126,
20170327,7030401.611012,3030589.410000,696351,0.000000,0,10060991.021012,-6886.140000,
20170328,7030401.611012,3033692.310000,696351,0.000000,0,10064093.921012,3102.900000,
20170329,7045216.788500,3039300.450000,667266,0.000000,0,10084517.238500,20423.317488,
20170330,7045216.788500,3016444.800000,667266,0.000000,0,10061661.588500,-22855.650000,
20170331,7045216.788500,3020059.590000,667266,0.000000,0,10065276.378500,3614.790000,
20170405,8067069.836240,2084417.790000,450396,0.000000,0,10151487.626240,86211.247740,
20170406,8067069.836240,2135155.590000,450396,0.000000,0,10202225.426240,50737.800000,
20170407,8067069.836240,2182950.810000,450396,0.000000,0,10250020.646240,47795.220000,
20170410,8067069.836240,2262043.500000,450396,0.000000,0,10329113.336240,79092.690000,
20170411,8571987.904832,1839709.770000,316932,0.000000,0,10411697.674832,82584.338592,
20170412,8571987.904832,1903115.400000,316932,0.000000,0,10475103.304832,63405.630000,
20170413,9987285.455408,497011.680000,94131,0.000000,0,10484297.135408,9193.830576,
20170414,9987285.455408,492305.130000,94131,0.000000,0,10479590.585408,-4706.550000,
20170417,9987285.455408,491363.820000,94131,0.000000,0,10478649.275408,-941.310000,
20170418,9987285.455408,488539.890000,94131,0.000000,0,10475825.345408,-2823.930000,
20170419,10473066.742322,0.000000,0,0.000000,0,10473066.742322,-2758.603086,
20170420,10473066.742322,0.000000,0,0.000000,0,10473066.742322,0.000000,
20170421,10473066.742322,0.000000,0,0.000000,0,10473066.742322,0.000000,
20170424,10473066.742322,0.000000,0,0.000000,0,10473066.742322,0.000000,
20170425,9948471.166922,522310.300000,134270,0.000000,0,10470781.466922,-2285.275400,
20170426,9948471.166922,520967.600000,134270,0.000000,0,10469438.766922,-1342.700000,
20170427,9948471.166922,524995.700000,134270,0.000000,0,10473466.866922,4028.100000,
20170428,9948471.166922,523653.000000,134270,0.000000,0,10472124.166922,-1342.700000,
20170502,9948471.166922,524995.700000,134270,0.000000,0,10473466.866922,1342.700000,
20170503,9948471.166922,520967.600000,134270,0.000000,0,10469438.766922,-4028.100000,
20170504,9423992.561690,1044503.840000,289622,0.000000,0,10468496.401690,-942.365232,
20170505,9423992.561690,1034472.480000,289622,0.000000,0,10458465.041690,-10031.360000,
20170508,9031168.238372,1414650.580000,337792,0.000000,0,10445818.818372,-12646.223318,
20170509,8573439.877698,1874096.030000,355981,0.000000,0,10447535.907698,1717.089326,
20170510,8377783.739436,2040032.310000,366945,0.000000,0,10417816.049436,-29719.858262,
20170511,7662320.669846,2734963.950000,433347,0.000000,0,10397284.619846,-20531.429590,
20170512,7272255.193530,3120451.860000,452034,0.000000,0,10392707.053530,-4577.566316,
20170515,7242391.953206,3148931.390000,351821,0.000000,0,10391323.343206,-1383.710324,
20170516,7246155.178430,3213810.350000,356161,0.000000,0,10459965.528430,68642.185224,
20170517,7311197.171726,3167562.160000,354082,0.000000,0,10478759.331726,18793.803296,
20170518,7180287.778202,3272569.590000,362363,0.000000,0,10452857.368202,-25901.963524,
20170519,7180287.778202,3233467.700000,362363,0.000000,0,10413755.478202,-39101.890000,
20170522,5684073.236018,4687391.770000,449207,0.000000,0,10371465.006018,-42290.472184,
20170523,5051676.284228,5133289.450000,380790,0.000000,0,10184965.734228,-186499.271790,
20170524,4537022.408400,5700941.570000,456687,0.000000,0,10237963.978400,52998.244172,
20170525,5599996.115482,4674423.270000,362095,0.000000,0,10274419.385482,36455.407082,
20170526,6302340.975034,3973220.330000,327179,0.000000,0,10275561.305034,1141.919552,
20170531,5979668.476166,4293431.220000,378482,0.000000,0,10273099.696166,-2461.608868,
20170601,6660057.474686,3510765.630000,295009,0.000000,0,10170823.104686,-102276.591480,
20170602,6541184.416304,3672704.070000,331984,0.000000,0,10213888.486304,43065.381618,
20170605,6418802.990884,3819781.340000,365946,0.000000,0,10238584.330884,24695.844580,
